Date,vol_20d
2022-03-15,1.6343560039915717
2022-03-16,1.6498973406517798
2022-03-17,1.6643550634716018
2022-03-18,1.682718176330101
2022-03-21,1.6520474324757002
2022-03-22,1.6143507060769442
2022-03-23,1.6223834475898433
2022-03-24,1.5281666293522826
2022-03-25,1.1238705102231377
2022-03-28,1.088989763260565
2022-03-29,1.0803848512900842
2022-03-30,1.0730508945783372
2022-03-31,1.106812708586515
2022-04-01,1.1060493600966768
2022-04-04,1.089937354993727
2022-04-05,0.9690151454112321
2022-04-06,1.1015355020627913
2022-04-07,1.1098630563011063
2022-04-08,1.1034755359354902
2022-04-11,1.1331167443843404
2022-04-12,0.9886204711061154
2022-04-13,0.9601666829414486
2022-04-14,0.930487183202062
2022-04-18,0.9402027735022239
2022-04-19,1.1483440682646378
2022-04-20,1.137981756476526
2022-04-21,1.1355559657659895
2022-04-22,1.1672182012226737
2022-04-25,1.264190185813038
2022-04-26,1.2808637076404437
2022-04-27,1.329032482739983
2022-04-28,1.3200179465469581
2022-04-29,1.3401146176874184
2022-05-02,1.357864763459092
2022-05-03,1.3392139090464477
2022-05-04,1.3523246361411116
2022-05-05,1.2842917878005673
2022-05-06,1.2841454239741388
2022-05-09,1.2912936533028516
2022-05-10,1.2638673835828342
2022-05-11,1.2679463844911716
2022-05-12,1.2863381324749223
2022-05-13,1.288980546976117
2022-05-16,1.269359858773984
2022-05-17,1.0571737623036819
2022-05-18,1.1169774023503833
2022-05-19,1.1267341875422443
2022-05-20,1.1970401101889425
2022-05-23,1.1521194060303506
2022-05-24,1.175398229524914
2022-05-25,1.1538172735555396
2022-05-26,1.1392365303958236
2022-05-27,1.0967202740445057
2022-05-31,1.0896816557033198
2022-06-01,1.114943358469916
2022-06-02,1.089046422788096
2022-06-03,1.002381832369686
2022-06-06,1.0007502746664454
2022-06-07,1.0230133669863666
2022-06-08,1.0328565167807333
2022-06-09,1.1250052405331885
2022-06-10,1.1068428101254166
2022-06-13,1.1205358857310213
2022-06-14,1.144140317087225
2022-06-15,1.1730958744886848
2022-06-16,1.108322579183378
2022-06-17,1.0952756765209282
2022-06-21,1.128235295179903
2022-06-22,1.0864447437507418
2022-06-23,1.1780609778009594
2022-06-24,1.2020470683382845
2022-06-27,1.202078474050833
2022-06-28,1.3498420304744667
2022-06-29,1.3382878290815707
2022-06-30,1.3212110671311628
2022-07-01,1.3423611801283344
2022-07-05,1.351510920145004
2022-07-06,1.3514301350705509
2022-07-07,1.329388167445938
2022-07-08,1.3222157905921257
2022-07-11,1.2312325922502074
2022-07-12,1.266968616010152
2022-07-13,1.242824115548155
2022-07-14,1.1788120249436336
2022-07-15,1.1961610081758067
2022-07-18,1.3193953585621927
2022-07-19,1.3628484482305248
2022-07-20,1.2828314071279054
2022-07-21,1.2286277596624489
2022-07-22,1.108615555648593
2022-07-25,1.0422631788654042
2022-07-26,1.0646100334333932
2022-07-27,0.8699801534696382
2022-07-28,0.8829140708844359
2022-07-29,0.8808298388460651
2022-08-01,0.8344844837071748
2022-08-02,0.82793298148153
2022-08-03,0.8634330697038065
2022-08-04,0.9241965647474591
2022-08-05,0.9252114788404119
2022-08-08,0.9262197718206031
2022-08-09,0.8848561453537175
2022-08-10,0.8902441050960923
2022-08-11,0.9863145767680375
2022-08-12,0.9181294413285689
2022-08-15,0.8227585339159477
2022-08-16,0.8066152176928154
2022-08-17,0.7998666889352712
2022-08-18,0.7974268159260233
2022-08-19,0.8705241973352161
2022-08-22,0.8700028734495879
2022-08-23,0.8639031085289095
2022-08-24,0.864293932566437
2022-08-25,0.8844943530790529
2022-08-26,0.9441182431076022
2022-08-29,0.9508522122519815
2022-08-30,0.9486715311545864
2022-08-31,0.9056492425028777
2022-09-01,1.0572238143313244
2022-09-02,1.1032220710460776
2022-09-06,1.105534265706744
2022-09-07,1.1167265034242018
2022-09-08,1.1330802333219196
2022-09-09,1.0369161521077122
2022-09-12,1.0045109551175502
2022-09-13,1.1593717240220873
2022-09-14,1.2393497750647893
2022-09-15,1.2411582237998284
2022-09-16,1.2835364688299244
2022-09-19,1.2490241225624925
2022-09-20,1.2583621247300263
2022-09-21,1.2639444006888323
2022-09-22,1.3280166914856077
2022-09-23,1.3129295754886547
2022-09-26,1.2596241698142612
2022-09-27,1.2507285044958425
2022-09-28,1.2587895444994084
2022-09-29,1.2766353038131026
2022-09-30,1.1582795177675116
2022-10-03,1.1020901215949124
2022-10-04,1.1489445204770532
2022-10-05,1.146613449113378
2022-10-06,1.2122212015841254
2022-10-07,1.228433695028247
2022-10-10,1.2299322250778448
2022-10-11,1.1351616917867706
2022-10-12,1.0313818595479014
2022-10-13,1.0880242612720972
2022-10-14,1.0305167499200938
2022-10-17,1.061038333646777
2022-10-18,1.0480121899970198
2022-10-19,1.0369886218081423
2022-10-20,0.9562193949497846
2022-10-21,1.0749015824370673
2022-10-24,1.0988908082312296
2022-10-25,1.0919770369667638
2022-10-26,1.0925690153120018
2022-10-27,1.0511381710558747
2022-10-28,1.0616292591776657
2022-10-31,1.07481564505893
2022-11-01,1.0538995958281387
2022-11-02,1.120394752134349
2022-11-03,1.005426256047719
2022-11-04,0.9560298890742536
2022-11-07,0.9617119930516853
2022-11-08,0.9293178439913662
2022-11-09,0.9607220723288628
2022-11-10,0.940840188631795
2022-11-11,1.18545568531635
2022-11-14,1.2010194210906324
2022-11-15,1.1951119753330428
2022-11-16,1.1751070507600487
2022-11-17,1.181295087520837
2022-11-18,1.1021081845523204
2022-11-21,1.072840333500781
2022-11-22,1.071735243655373
2022-11-23,1.0603648117288742
2022-11-25,1.0600688401212175
2022-11-28,1.0145396563627516
2022-11-29,1.0213110323760826
2022-11-30,1.033684525968059
2022-12-01,0.9522752175595279
2022-12-02,0.9530277520306119
2022-12-05,0.9547742301784281
2022-12-06,1.0178677845662587
2022-12-07,1.0202808516077435
2022-12-08,0.997109671765406
2022-12-09,0.9917589348026421
2022-12-12,0.7135992467555207
2022-12-13,0.6577185152789166
2022-12-14,0.6578291658721542
2022-12-15,0.7317088634531654
2022-12-16,0.759267853205288
2022-12-19,0.7412990912289432
2022-12-20,0.7324005897487552
2022-12-21,0.769610646171778
2022-12-22,0.774271781819287
2022-12-23,0.7758373663820165
2022-12-27,0.7758178192612688
2022-12-28,0.7653265453418562
2022-12-29,0.7333081497269854
2022-12-30,0.7343312144515288
2023-01-03,0.7628626250878938
2023-01-04,0.8017018105035102
2023-01-05,0.7405175402422001
2023-01-06,0.7495030558191682
2023-01-09,0.9599658204690109
2023-01-10,0.9436480612421158
2023-01-11,0.900045541842125
2023-01-12,0.8815792321803563
2023-01-13,0.8759087478180563
2023-01-17,0.8450731602088234
2023-01-18,0.8778838864745454
2023-01-19,0.8778083071619343
2023-01-20,0.8776663198472401
2023-01-23,0.81889919813314
2023-01-24,0.8206664848626609
2023-01-25,0.8416167414390802
2023-01-26,0.8408235497512515
2023-01-27,0.8403628549503559
2023-01-30,1.1228797776990083
2023-01-31,1.1612063764583809
2023-02-01,1.163868191794052
2023-02-02,1.1268627377430978
2023-02-03,1.124888709372974
2023-02-06,1.0896927885082202
2023-02-07,0.9745210032106285
2023-02-08,0.9802580657817379
2023-02-09,1.004867261612484
2023-02-10,1.022552672547817
2023-02-13,1.0350720178384067
2023-02-14,1.0330578565208655
2023-02-15,1.0420414472501625
2023-02-16,1.04487208899903
2023-02-17,1.176271424169769
2023-02-21,1.2106229632216625
2023-02-22,1.2093714284133406
2023-02-23,1.1884816145982857
2023-02-24,1.2018610626742343
2023-02-27,1.2022075931896279
2023-02-28,0.9552156771471642
2023-03-01,0.9192162549230185
2023-03-02,0.8755138626898437
2023-03-03,0.9154666173255213
2023-03-06,0.9593371712220982
2023-03-07,0.9654811484455628
2023-03-08,0.9689439862224688
2023-03-09,0.9809330728237071
2023-03-10,0.9600907992527693
2023-03-13,0.9859040977183433
2023-03-14,0.9931368871437037
2023-03-15,0.9984990126620137
2023-03-16,0.9389238353933798
2023-03-17,0.9540449355132338
2023-03-20,0.8439124935578661
2023-03-21,0.788261512156924
2023-03-22,0.8768147484083321
2023-03-23,0.8779450540475696
2023-03-24,0.8907901759098602
2023-03-27,0.898047415149182
2023-03-28,0.8584115938247344
2023-03-29,0.8820913811217513
2023-03-30,0.881791439004461
2023-03-31,0.881402269295519
2023-04-03,0.8935339391389366
2023-04-04,0.8882932857081532
2023-04-05,1.2928733449589445
2023-04-06,1.2533825229388542
2023-04-10,1.2707858588549132
2023-04-11,1.2676452132454272
2023-04-12,1.2730320984691645
2023-04-13,1.2929064188758133
2023-04-14,1.2918825526407873
2023-04-17,1.2522453588658353
2023-04-18,1.4371755691003085
2023-04-19,1.444496620825426
2023-04-20,1.3559655070963093
2023-04-21,1.370682587729943
2023-04-24,1.3639697996561657
2023-04-25,1.369650252162332
2023-04-26,1.4056858804525914
2023-04-27,1.398029088341047
2023-04-28,1.3970898984636553
2023-05-01,1.3899417199276667
2023-05-02,1.3806888234776251
2023-05-03,1.4105440259820585
2023-05-04,0.9745852515743243
2023-05-05,0.9784718582592665
2023-05-08,0.9740054887607676
2023-05-09,0.9871254717410227
2023-05-10,0.9920889859511036
2023-05-11,0.937618163855641
2023-05-12,0.9376270181381161
2023-05-15,0.9474900522586711
2023-05-16,0.7177499851896689
2023-05-17,0.6790808499235937
2023-05-18,0.6566326215279994
2023-05-19,0.6565961347829636
2023-05-22,0.6399300384822588
2023-05-23,0.5878958651522487
2023-05-24,0.497869054401272
2023-05-25,0.5659009796337577
2023-05-26,0.5464775585813835
2023-05-30,0.5481058379072405
2023-05-31,0.5088801633492607
2023-06-01,0.44736288988243716
2023-06-02,0.596920286967159
2023-06-05,0.6286367106621827
2023-06-06,0.6278788501709116
2023-06-07,0.6096619122207227
2023-06-08,0.6553239276194639
2023-06-09,0.6495250561004878
2023-06-12,0.6489740763758237
2023-06-13,0.6315510830294725
2023-06-14,0.6366952325901462
2023-06-15,0.6880953366537448
2023-06-16,0.6779507351639595
2023-06-20,0.6806447011602328
2023-06-21,0.6637888485002023
2023-06-22,0.6863725339041254
2023-06-23,0.6860599588065294
2023-06-26,0.6468083205734297
2023-06-27,0.652440831277889
2023-06-28,0.6588817439899675
2023-06-29,0.6647830750757079
2023-06-30,0.6599323251305605
2023-07-03,0.6920529175490927
2023-07-05,0.6835948590580144
2023-07-06,0.7103733787778481
2023-07-07,0.7908174828873478
2023-07-10,0.7507586480587092
2023-07-11,0.7596698783144546
2023-07-12,0.7627495569281851
2023-07-13,0.7603369614552468
2023-07-14,0.7673007397289969
2023-07-17,0.6988407844437193
2023-07-18,0.691780160712929
2023-07-19,0.691459799879884
2023-07-20,1.5568368902429748
2023-07-21,1.5572477094134705
2023-07-24,1.5584103105114777
2023-07-25,1.5326909970323812
2023-07-26,1.5287089381465344
2023-07-27,1.525254387572885
2023-07-28,1.5231142328587328
2023-07-31,1.793292970995792
2023-08-01,1.7695792565662094
2023-08-02,1.7676821286835458
2023-08-03,1.753151754541764
2023-08-04,1.7297992876886366
2023-08-07,1.7909586961098691
2023-08-08,1.7787527035763275
2023-08-09,1.7731564352581073
2023-08-10,1.7868961751985322
2023-08-11,1.7904733166799383
2023-08-14,1.7841643130423925
2023-08-15,1.7890534177730868
2023-08-16,1.7914271544316265
2023-08-17,1.2152321451670631
2023-08-18,1.2171087636252933
2023-08-21,1.3890306916210622
2023-08-22,1.3815975946546843
2023-08-23,1.3876787578798675
2023-08-24,1.3818782334560922
2023-08-25,1.424627294396315
2023-08-28,1.1422090093894661
2023-08-29,1.1241136601069235
2023-08-30,1.1130992790523984
2023-08-31,1.1309349588104276
2023-09-01,1.1253032113705776
2023-09-05,0.9475011252263116
2023-09-06,0.9877988196649242
2023-09-07,1.0562489942430238
2023-09-08,1.0661217897533617
2023-09-11,1.0894856682347351
2023-09-12,1.1062066963018087
2023-09-13,1.1117833443377487
2023-09-14,1.111657608298293
2023-09-15,1.1067634436928977
2023-09-18,1.1191141206359505
2023-09-19,0.9174533693289637
2023-09-20,0.910834652826132
2023-09-21,0.9049375502278046
2023-09-22,0.9119389402728083
2023-09-25,0.8373839632472264
2023-09-26,0.8165858634642548
2023-09-27,0.8476210205390037
2023-09-28,0.8471784650953319
2023-09-29,0.8206856535611953
2023-10-02,0.811727573275098
2023-10-03,0.8116878686741512
2023-10-04,0.7327410246441725
2023-10-05,0.7112958842963999
2023-10-06,0.710897651142915
2023-10-09,0.6512566122430284
2023-10-10,0.63066974053843
2023-10-11,0.6780696717664298
2023-10-12,0.6820519265782196
2023-10-13,0.6339788206277189
2023-10-16,0.6226848353824332
2023-10-17,0.6455939281803273
2023-10-18,0.7623457836425459
2023-10-19,0.755043587637431
2023-10-20,0.7654970223498943
2023-10-23,0.7864470796690662
2023-10-24,0.7785795737405887
2023-10-25,0.7515199063267802
2023-10-26,0.8245323960252687
2023-10-27,0.937234124865465
2023-10-30,0.9819643751101874
2023-10-31,1.0124377212579554
2023-11-01,1.0149212872509696
2023-11-02,1.014971262154112
2023-11-03,1.0306099032611842
2023-11-06,1.0201596247742861
2023-11-07,1.0221817901780663
2023-11-08,0.9871948533220143
2023-11-09,1.059740259051578
2023-11-10,1.050635894459006
2023-11-13,1.0448166644072379
2023-11-14,1.0376615722450167
2023-11-15,0.9620195138588993
2023-11-16,0.9866889306320852
2023-11-17,0.9795231060301042
2023-11-20,0.976157807806372
2023-11-21,0.9923916285500224
2023-11-22,0.9927779360737473
2023-11-24,0.9343273508051103
2023-11-27,0.7757767798418135
2023-11-28,0.755590891426188
2023-11-29,0.738541743039516
2023-11-30,0.8120818898272041
2023-12-01,0.9313652540412596
2023-12-04,0.9260298030980966
2023-12-05,0.9326215580951888
2023-12-06,0.9752637060625212
2023-12-07,0.9928214974975397
2023-12-08,0.8792256760499162
2023-12-11,0.8747897060443761
2023-12-12,0.8772658927484388
2023-12-13,0.8757050368586263
2023-12-14,0.873701000417149
2023-12-15,0.9161027514149461
2023-12-18,0.910917892703705
2023-12-19,0.9037885653536828
2023-12-20,1.02239873681744
2023-12-21,1.0415280591271772
2023-12-22,1.0182563312315922
2023-12-26,0.9980156661888494
2023-12-27,0.9979012207109166
2023-12-28,0.9972042577093373
2023-12-29,0.9302300183021814
2024-01-02,0.886907070445445
2024-01-03,0.8943846940761253
2024-01-04,0.8944422539791146
2024-01-05,0.8425483680198745
2024-01-08,0.8140612117685605
2024-01-09,0.7914278626853571
2024-01-10,0.7904241387360589
2024-01-11,0.803122176379655
2024-01-12,0.8113539297416033
2024-01-16,0.8571905894028717
2024-01-17,0.8103593527191935
2024-01-18,0.813439829432941
2024-01-19,0.80639176290642
2024-01-22,0.6186442683785225
2024-01-23,0.7295320314001906
2024-01-24,0.7430632958747228
2024-01-25,0.74180971850157
2024-01-26,0.7425205587582567
2024-01-29,0.7436331460239366
2024-01-30,0.750716394175974
2024-01-31,0.5865806686707016
2024-02-01,0.5691202522450296
2024-02-02,0.6133336728309502
2024-02-05,0.6102977669759754
2024-02-06,0.7051266417415434
2024-02-07,0.7041632788998986
2024-02-08,0.7282468433445052
2024-02-09,0.7304402198248889
2024-02-12,0.7257790606692084
2024-02-13,0.7078473375309298
2024-02-14,0.7116748757677933
2024-02-15,0.7803783376020605
2024-02-16,0.7749144587941256
2024-02-20,0.7930169183133674
2024-02-21,0.7163482540044231
2024-02-22,0.7455091402140362
2024-02-23,0.7633306016142933
2024-02-26,0.7816325931429627
2024-02-27,0.7806475779118073
2024-02-28,0.7748885579982525
