Date,vol_20d
2022-03-15,2.040010424641133
2022-03-16,2.084883107639518
2022-03-17,2.096918636553398
2022-03-18,2.1194329969804127
2022-03-21,2.1212188191802617
2022-03-22,2.129752217360896
2022-03-23,2.032879538249087
2022-03-24,2.0579703634038795
2022-03-25,2.046111437642055
2022-03-28,2.0462355260476244
2022-03-29,2.0438935125540993
2022-03-30,2.0239338634607367
2022-03-31,2.076401659144285
2022-04-01,2.0200159596369516
2022-04-04,1.9611162628399021
2022-04-05,2.0016455000792224
2022-04-06,1.9431544657748823
2022-04-07,1.8110513740725458
2022-04-08,1.730829248740215
2022-04-11,1.7209532902529088
2022-04-12,1.6290226566525075
2022-04-13,1.5494215012517047
2022-04-14,1.716809073457694
2022-04-18,1.6558690517038066
2022-04-19,1.674774354413993
2022-04-20,1.606916535489472
2022-04-21,1.5967248214144187
2022-04-22,1.601795503004912
2022-04-25,1.6103476070045568
2022-04-26,1.7650295065876878
2022-04-27,1.6713438477759333
2022-04-28,2.0318907283886993
2022-04-29,2.1401248946366547
2022-05-02,2.1445696984220524
2022-05-03,2.0682652335536047
2022-05-04,2.28473253116156
2022-05-05,2.55811854296968
2022-05-06,2.562598229871088
2022-05-09,2.639671778482393
2022-05-10,2.6350063829981076
2022-05-11,2.824081632199922
2022-05-12,2.807328727882689
2022-05-13,2.896962399615096
2022-05-16,2.8976981924446643
2022-05-17,2.9491765065712765
2022-05-18,3.160107427581644
2022-05-19,3.1806190874391995
2022-05-20,3.1571451551551757
2022-05-23,3.320491007451032
2022-05-24,3.2541541966685967
2022-05-25,3.2561410539817284
2022-05-26,3.1126589391782766
2022-05-27,3.190851135936342
2022-05-31,3.1902050739586767
2022-06-01,3.1779819142402626
2022-06-02,3.0451784634874426
2022-06-03,2.9135474803650414
2022-06-06,2.914293894222206
2022-06-07,2.8605104606625202
2022-06-08,2.8339800331808718
2022-06-09,2.705641153811732
2022-06-10,2.776576732007692
2022-06-13,2.7746833836297307
2022-06-14,2.7833812401523477
2022-06-15,2.7560170319891486
2022-06-16,2.6114094194952364
2022-06-17,2.5834304996504955
2022-06-21,2.6966445182661376
2022-06-22,2.523608479598368
2022-06-23,2.545954333076351
2022-06-24,2.606530663314893
2022-06-27,2.5523274565541767
2022-06-28,2.438076720883045
2022-06-29,2.4670049262191767
2022-06-30,2.4888023303366933
2022-07-01,2.4860096867433263
2022-07-05,2.395265056815347
2022-07-06,2.403299349436093
2022-07-07,2.433267210862565
2022-07-08,2.4334942758692524
2022-07-11,2.3119041811425842
2022-07-12,2.1166808329831506
2022-07-13,1.8852825305869432
