Date,sma_20,sma_50,price_vs_sma20,ret_5d,ret_20d,vol_chg,bb_width,rsi,range_pct,vol_5d,vol_10d
2022-03-15,126.72544708251954,134.66322845458984,-5.7397275298612795,3.2579709487329467,-13.122180884191915,-4.372612735875947,26.954076350502298,32.445280556843514,1.8266894980298216,2.4714730950108996,2.451092073269486
2022-03-16,125.98969192504883,134.2604296875,-0.9525587900665098,3.7170147612248794,-10.548107984421895,34.8310215545222,25.389753889743666,43.587021046665186,2.93353540204596,2.631121649344126,2.797748481859284
2022-03-17,125.32021102905273,133.77930389404298,0.8356845540945649,6.286972978935612,-9.580634475662631,-16.233928931117326,23.34917247294943,41.55142101364004,3.0467388215619757,2.396220076355188,2.8138952053728725
2022-03-18,124.80942153930664,133.35227783203126,1.2122333363418671,8.697333360993476,-7.482001621114131,38.74373185537081,21.894002826850024,47.883444488877636,1.7059238297837953,1.6861523204730744,2.617034917070276
2022-03-21,124.246333694458,132.88575973510743,1.3443577131182551,7.282780955005852,-8.209569745645329,-46.41599560374527,19.9362405008704,54.53774262947537,1.4536332746291512,1.9101141618745434,2.1708447069145644
2022-03-22,123.82931632995606,132.44322555541993,3.848246752776858,7.653987601537482,-6.0907380038726755,6.883031847334742,17.8938414966766,54.71750969488829,1.5495663516621418,1.9323521730123787,2.1370736363083487
2022-03-23,123.42762870788575,131.9465916442871,2.1115825919165667,0.9971498649643307,-5.992312085531748,-10.74206929129209,16.286092353630053,52.000066329280806,1.7098293107171043,1.579077796903737,2.066267150855697
2022-03-24,123.25360717773438,131.4633023071289,2.9214322008890785,0.3852929740799649,-2.6703768909464576,-17.163364535441406,15.675244951833477,59.17713494480253,1.1372564331157695,1.4982940471576331,1.9813812454249928
2022-03-25,122.98085517883301,130.98506240844728,4.051506330748211,1.2990802260992584,-4.0886691957981665,-16.312290368950645,14.170283059107348,70.96677025604035,1.676993837887632,1.5346546156009138,1.6954323921622225
2022-03-28,122.93892707824708,130.49167434692382,3.3168914640054408,0.8736167946153284,-0.6558683184071379,29.040376930876132,14.026805726975308,70.64041675732595,2.1793195361899853,1.5854141255861953,1.7804325337950069
2022-03-29,123.15217018127441,130.1903398132324,3.3649574888676184,-1.0096737210494866,3.466484666155112,4.6070936670949525,14.356269257088488,65.10541240535281,2.379941057276982,1.1784284009550117,1.754251094301265
2022-03-30,123.2089744567871,129.99684387207031,2.84893969698291,0.543678156188121,0.90464884857131,-22.493703883709625,14.479524180137506,67.58509180822928,1.5725000431576075,0.6943526212921535,1.151161197911559
2022-03-31,123.12016296386719,129.76944564819337,-0.16731725883008916,-3.1060938805947513,-1.42451221497778,97.85543267586365,14.446476396773441,64.32713157804571,3.000301772983444,1.4712099263154572,1.4485336335918915
2022-04-01,123.16118850708008,129.54673629760742,-0.9400077865409109,-4.657556037073462,0.6770843957437656,-9.407683575449898,14.392771622689995,60.015630410050996,2.6679481749220435,1.2162280701675041,1.4531700686420834
2022-04-04,123.46324462890625,129.3813720703125,-0.7441794922320911,-3.520971773144821,5.185364424136352,10.782187223702877,13.448167169368192,57.16079971481659,2.9799153429696483,1.3709971646820476,1.4741014406474802
2022-04-05,123.73502159118652,129.18983032226564,-2.1147156819391775,-4.853099490883006,4.698656532729717,-30.466112399807077,12.205565185170526,39.61941373924595,1.7924099709677792,1.2733407706454503,1.228637842793351
2022-04-06,123.69105110168456,128.9361880493164,-3.438493374355231,-5.745921463774984,-0.7309085292065531,6.642279712311017,12.361016149984536,30.51905990796058,1.216815558510073,1.244312554080307,1.16534182667097
2022-04-07,123.70014305114746,128.65021255493164,-3.739337405367375,-3.1237933026103115,0.15294373045247056,0.6155775976213196,12.321898921744188,29.982515014372694,2.433444603342474,0.7295944153592991,1.0948023843500994
2022-04-08,123.95213241577149,128.45490356445313,-2.1762690470066604,-0.6138048849001043,4.336613511051501,1.0212248541657143,11.094340628925176,38.27335009307414,1.8053699184570955,1.308883000788648,1.268412617323303
2022-04-11,124.12416152954101,128.22725006103516,-2.6704327435947075,-1.415769635279751,2.9314251763870924,-20.267542222459223,10.204411019968871,27.939958180343396,1.7518696032072314,1.2719104806972141,1.2670298967281042
2022-04-12,124.12574157714843,127.93718627929688,-3.740069430425299,-1.3499396670082597,0.02645499266131779,24.110486891385776,10.196394851764714,30.041776345457706,2.949676965827813,1.2607181331257185,1.2531366228217242
2022-04-13,123.66786193847656,127.52411102294921,-6.497960380258509,-3.186566310890393,-7.338428254890528,137.39982601867604,11.9126142719907,21.13811662536368,2.5451671532578155,1.8148745393473646,1.4941294884856082
2022-04-14,123.07749404907227,127.11141906738281,-6.920322214214878,-3.7912731206073746,-9.343667060309436,-38.92210908619236,13.470784199475174,15.463163593771583,2.600702772963026,1.8080850605934802,1.3015284254517003
2022-04-18,122.59565620422363,126.76359909057618,-4.820733727506337,-3.768066900550382,-7.62869979640437,-37.16870540265036,14.04568375349425,24.90410023614929,2.880277428194555,1.8168851739875675,1.5299716416672873
2022-04-19,122.25491561889649,126.39449447631836,-2.579101580277076,-1.4135245887145542,-5.412160955667689,26.879267220982904,14.061925064942324,31.966488108510305,2.3566288222616323,2.226817717023189,1.7096581581063273
2022-04-20,121.80117073059083,126.02454986572266,-1.8731302075421892,0.03040050898663882,-7.056983421326235,-10.557161314383901,13.353257406999997,34.044174987436804,1.649185391965204,2.185135274137938,1.688780052424484
2022-04-21,121.42913284301758,125.58413864135743,-2.335506726258083,2.560860917250962,-5.903774662647487,-9.3520573036887,13.170736249403065,39.02300044655041,2.182897440272648,1.4131102936287303,1.6483366942053548
2022-04-22,120.84575881958008,125.06388153076172,-4.682714227643345,0.5471033974873807,-9.197538686491546,17.61594190994069,13.29356611860289,34.6319223440446,3.020268042576845,2.038659230348906,1.875257764777319
2022-04-25,120.20511512756347,124.55461853027344,-4.204943067954995,-1.3155753405158843,-10.012918228928536,19.76562281755454,12.775036723613123,32.942165861063,3.163210729997126,1.7990367083863819,1.7248688457234227
2022-04-26,119.44149436950684,124.01383728027344,-6.4443531243690035,-6.177549094492596,-12.023944744007364,0.3527902501603508,13.163558859713383,30.184293150485217,2.877581703890309,1.5669792545925376,1.889179399659111
